Name,Province,Sector,Amount
13 Institute for Democracy of South Africa (IDASA),Gauteng,"ARTS, CULTURE & NATIONAL HERITAGE",795500
14 Inzalo Dance & Theatre Company,Gauteng,"ARTS, CULTURE & NATIONAL HERITAGE",1007090
15 Jazz Foundation of South Africa,Gauteng,"ARTS, CULTURE & NATIONAL HERITAGE",15000000
16 Johannesburg Children's Home,Gauteng,"ARTS, CULTURE & NATIONAL HERITAGE",689581
17 Johannesburg Dance Foundation,Gauteng,"ARTS, CULTURE & NATIONAL HERITAGE",73120
18 Johannesburg Music Initiative,Gauteng,"ARTS, CULTURE & NATIONAL HERITAGE",2426450
19 Johannesburg Philharmonic Orchestra,Gauteng,"ARTS, CULTURE & NATIONAL HERITAGE",6907040
20 Karos & Kambro,Gauteng,"ARTS, CULTURE & NATIONAL HERITAGE",2000000
21 Library & Information Association of South Africa,Gauteng,"ARTS, CULTURE & NATIONAL HERITAGE",642500
22 Love Life,Gauteng,"ARTS, CULTURE & NATIONAL HERITAGE",702543
23 Market Theatre Foundation,Gauteng,"ARTS, CULTURE & NATIONAL HERITAGE",12113000
24 Masakhane Arts & Culture Youth Development,Gauteng,"ARTS, CULTURE & NATIONAL HERITAGE",1655000
25 Mintek,Gauteng,"ARTS, CULTURE & NATIONAL HERITAGE",7650000
26 Moving into Dance Mophatong Trust,Gauteng,"ARTS, CULTURE & NATIONAL HERITAGE",1000000
27 Newtown Film & TV School,Gauteng,"ARTS, CULTURE & NATIONAL HERITAGE",1974750
28 Opera Africa,Gauteng,"ARTS, CULTURE & NATIONAL HERITAGE",6000000
29 Pretoria Community Ministries,Gauteng,"ARTS, CULTURE & NATIONAL HERITAGE",242625
30 Roodepoort City Theatre t/a Pro Musica Theatre,Gauteng,"ARTS, CULTURE & NATIONAL HERITAGE",2800000
31 Sexual Harassment Education Project,Gauteng,"ARTS, CULTURE & NATIONAL HERITAGE",335500
32 Sibahle Educational Puppetry Programme,Gauteng,"ARTS, CULTURE & NATIONAL HERITAGE",2073600
33 Sign Language Education Trust,Gauteng,"ARTS, CULTURE & NATIONAL HERITAGE",5203925
34 South African Theatre Initiative,Gauteng,"ARTS, CULTURE & NATIONAL HERITAGE",1988200
35 Southern Africa Communications for Development,Gauteng,"ARTS, CULTURE & NATIONAL HERITAGE",440000
36 Thabisong Youth Club,Gauteng,"ARTS, CULTURE & NATIONAL HERITAGE",3000000
37 The South African Ballet Theatre,Gauteng,"ARTS, CULTURE & NATIONAL HERITAGE",3000000
38 The South African Scriptwriters Association,Gauteng,"ARTS, CULTURE & NATIONAL HERITAGE",3200000
39 Tshwane Dance Theatre,Gauteng,"ARTS, CULTURE & NATIONAL HERITAGE",550395
40 Visual Arts & Craft Academy,Gauteng,"ARTS, CULTURE & NATIONAL HERITAGE",1882328
1 Arley's Workshop,KwaZulu Natal,"ARTS, CULTURE & NATIONAL HERITAGE",1202080
2 Domestic Violence Helpline,KwaZulu Natal,"ARTS, CULTURE & NATIONAL HERITAGE",177500
3 English Language Education Trust,KwaZulu Natal,"ARTS, CULTURE & NATIONAL HERITAGE",759600
4 Field Band Foundation,KwaZulu Natal,"ARTS, CULTURE & NATIONAL HERITAGE",1265700
5 Friends of Music Association,KwaZulu Natal,"ARTS, CULTURE & NATIONAL HERITAGE",1075300
6 Green Network,KwaZulu Natal,"ARTS, CULTURE & NATIONAL HERITAGE",1408400
7 Indian Academy of South Africa,KwaZulu Natal,"ARTS, CULTURE & NATIONAL HERITAGE",57200
8 KwaZulu Natal Youth Orchestra,KwaZulu Natal,"ARTS, CULTURE & NATIONAL HERITAGE",273000
9 KZN Performing Arts Company t/a Playhouse Co.,KwaZulu Natal,"ARTS, CULTURE & NATIONAL HERITAGE",1000000
10 Lwandle Migrant Labour Museum,KwaZulu Natal,"ARTS, CULTURE & NATIONAL HERITAGE",1569000
11 Mdubane Arts Company,KwaZulu Natal,"ARTS, CULTURE & NATIONAL HERITAGE",2000000
12 Msunduzi Music Centre,KwaZulu Natal,"ARTS, CULTURE & NATIONAL HERITAGE",400000
13 Natal Arts Trust,KwaZulu Natal,"ARTS, CULTURE & NATIONAL HERITAGE",238900
14 NICRO KZN,KwaZulu Natal,"ARTS, CULTURE & NATIONAL HERITAGE",251000
15 Phezukomkhono Social Services Institute,KwaZulu Natal,"ARTS, CULTURE & NATIONAL HERITAGE",746000
16 SANCA Durban Alcohol Rehabilitation Centre,KwaZulu Natal,"ARTS, CULTURE & NATIONAL HERITAGE",260000
17 Sangeet Vidya Institute,KwaZulu Natal,"ARTS, CULTURE & NATIONAL HERITAGE",1716500
18 The Hiltonian Society,KwaZulu Natal,"ARTS, CULTURE & NATIONAL HERITAGE",2229433
19 Wildlife & Environment Society of South Africa,KwaZulu Natal,"ARTS, CULTURE & NATIONAL HERITAGE",3464528
20 Zakhele Training Trust,KwaZulu Natal,"ARTS, CULTURE & NATIONAL HERITAGE",957990
21 Zululand Centre for Sustainable Development,KwaZulu Natal,"ARTS, CULTURE & NATIONAL HERITAGE",5200000
1 Hanertzburg Development Foundation,Limpopo,"ARTS, CULTURE & NATIONAL HERITAGE",6483626
2 Thohoyandou Victim Empowerment Trust,Limpopo,"ARTS, CULTURE & NATIONAL HERITAGE",488037
3 Xixhlamariso Early Learning Centre,Limpopo,"ARTS, CULTURE & NATIONAL HERITAGE",356700
1 Kubonakele Human Rights Democracy & Justice,Mpumalanga,"ARTS, CULTURE & NATIONAL HERITAGE",642000
2 My Acre of Africa Trust,Mpumalanga,"ARTS, CULTURE & NATIONAL HERITAGE",5000000
3 The Valley Trust,Mpumalanga,"ARTS, CULTURE & NATIONAL HERITAGE",840787
4 Witbank Civic Theatre,Mpumalanga,"ARTS, CULTURE & NATIONAL HERITAGE",500000
1 Gariep Arts Festival,Northern Cape,"ARTS, CULTURE & NATIONAL HERITAGE",1000000
2 Jazzart Dance Theatre on Behalf of NAMJIVE,Northern Cape,"ARTS, CULTURE & NATIONAL HERITAGE",570000
3 Sol Plaatjie Educational Trust,Northern Cape,"ARTS, CULTURE & NATIONAL HERITAGE",793100
1 Aardklop National Arts Festival,North West,"ARTS, CULTURE & NATIONAL HERITAGE",6540000
2 Itlhabolole Waste Management,North West,"ARTS, CULTURE & NATIONAL HERITAGE",199420
1 Arts & Media Access Centre,Western Cape,"ARTS, CULTURE & NATIONAL HERITAGE",804000
2 Artscape,Western Cape,"ARTS, CULTURE & NATIONAL HERITAGE",4010000
3 Bishopscourt Village Residents Association,Western Cape,"ARTS, CULTURE & NATIONAL HERITAGE",81000
4 Breugel Teatergroep,Western Cape,"ARTS, CULTURE & NATIONAL HERITAGE",288700
5 Camphill Village,Western Cape,"ARTS, CULTURE & NATIONAL HERITAGE",570212
6 Cape Heart Community Education Theatre,Western Cape,"ARTS, CULTURE & NATIONAL HERITAGE",553190
7 Cape Town Opera,Western Cape,"ARTS, CULTURE & NATIONAL HERITAGE",2600000
8 Castle Military Museum,Western Cape,"ARTS, CULTURE & NATIONAL HERITAGE",1625275
9 Cederbergfees,Western Cape,"ARTS, CULTURE & NATIONAL HERITAGE",1660000
10 City of Cape Town,Western Cape,"ARTS, CULTURE & NATIONAL HERITAGE",500000
11 Dance for All,Western Cape,"ARTS, CULTURE & NATIONAL HERITAGE",1000000
12 Elgin Foundation,Western Cape,"ARTS, CULTURE & NATIONAL HERITAGE",103787
13 FAMSA Western Cape,Western Cape,"ARTS, CULTURE & NATIONAL HERITAGE",507437
14 Flower Valley Conservation Trust,Western Cape,"ARTS, CULTURE & NATIONAL HERITAGE",1700000
15 Footprints Educational Trust,Western Cape,"ARTS, CULTURE & NATIONAL HERITAGE",221000
16 Heritage South Africa (Simon van der Stel Found.),Western Cape,"ARTS, CULTURE & NATIONAL HERITAGE",2811460
17 Music for Life Trust,Western Cape,"ARTS, CULTURE & NATIONAL HERITAGE",444000
18 New Africa Theatre Association,Western Cape,"ARTS, CULTURE & NATIONAL HERITAGE",717802
19 Oasis Association,Western Cape,"ARTS, CULTURE & NATIONAL HERITAGE",222656
20 Overberg Crane Group,Western Cape,"ARTS, CULTURE & NATIONAL HERITAGE",444250
21 Phuthaditjhaba Care of the Aged (Alex Youth Choir),Western Cape,"ARTS, CULTURE & NATIONAL HERITAGE",100000
22 Siyasanga Cape Town Theatre Company,Western Cape,"ARTS, CULTURE & NATIONAL HERITAGE",3500000
23 South African Scout Association,Western Cape,"ARTS, CULTURE & NATIONAL HERITAGE",1440200
24 Spier Arts Trust,Western Cape,"ARTS, CULTURE & NATIONAL HERITAGE",2420190
25 St. Joseph Adult Education Programme,Western Cape,"ARTS, CULTURE & NATIONAL HERITAGE",106250
26 The Cape Africa Platform,Western Cape,"ARTS, CULTURE & NATIONAL HERITAGE",2850000
27 The Granary Project,Western Cape,"ARTS, CULTURE & NATIONAL HERITAGE",853000
28 The Open Africa Initiative,Western Cape,"ARTS, CULTURE & NATIONAL HERITAGE",632000
29 Whale Festival,Western Cape,"ARTS, CULTURE & NATIONAL HERITAGE",500000
30 Workers World Media Productions,Western Cape,"ARTS, CULTURE & NATIONAL HERITAGE",305250
31 Worldwide Fund for Nature South Africa,Western Cape,"ARTS, CULTURE & NATIONAL HERITAGE",5276000
32 Maria Ratschitz-Ladysmith Rotary Club,Western Cape,"ARTS, CULTURE & NATIONAL HERITAGE",80000
1 Action on Elder Abuse South Africa,National Bodies,CHARITIES,500000
2 ACVV General Management,National Bodies,CHARITIES,400000
3 Autism South Africa,National Bodies,CHARITIES,279500
4 BADISA,National Bodies,CHARITIES,25989314
5 Cheshire Homes South Africa,National Bodies,CHARITIES,197000
6 Childline South Africa,National Bodies,CHARITIES,754880
"7 Down Syndrome Association, Gauteng",National Bodies,CHARITIES,289380
8 Food & Trees for Africa,National Bodies,CHARITIES,200000
9 Food Gardens Foundation,National Bodies,CHARITIES,500000
10 National Association of Child Care Workers,National Bodies,CHARITIES,500000
11 Parkinson Association South Africa,National Bodies,CHARITIES,500000
12 President's Award for Youth Empowerment,National Bodies,CHARITIES,300000
13 Project Literacy,National Bodies,CHARITIES,500000
14 Residentia Stigting,National Bodies,CHARITIES,692654
15 SA Blind Workers Organisation,National Bodies,CHARITIES,1000000
16 SOS Children's Villages Association of South Africa,National Bodies,CHARITIES,15858784
17 South African Veterinary Association,National Bodies,CHARITIES,50000
18 TB Alliance DOTS Support Association,National Bodies,CHARITIES,600000
19 The Arthritis Foundation of South Africa,National Bodies,CHARITIES,1061000
20 The Black Sash Trust,National Bodies,CHARITIES,500000
21 The Cancer Association of South Africa,National Bodies,CHARITIES,26465480
22 The Compassionate Friends,National Bodies,CHARITIES,150000
23 The Girl Guides Association,National Bodies,CHARITIES,919000
24 The Volunteer Centre,National Bodies,CHARITIES,500000
25 Toughlove SA,National Bodies,CHARITIES,250000
26 Youth for Christ South Africa,National Bodies,CHARITIES,1500000
27 National Children's Rights Committee,National Bodies,CHARITIES,1450000
28 Age in Action Cape Town,National Bodies,CHARITIES,5993074
1 ACVV Aberdeen,Eastern Cape,CHARITIES,150000
2 ACVV Algoapark,Eastern Cape,CHARITIES,637500
3 ACVV Cradock,Eastern Cape,CHARITIES,400000
4 ACVV Grahamstown,Eastern Cape,CHARITIES,75631
5 ACVV Newton Park,Eastern Cape,CHARITIES,1025340
6 ACVV PE Central,Eastern Cape,CHARITIES,345784
7 ACVV PE North,Eastern Cape,CHARITIES,500000
8 ACVV Somerset East,Eastern Cape,CHARITIES,400000
9 Algoa Bay Council for the Aged,Eastern Cape,CHARITIES,840000
10 Aliwal North Legal & Community Advice Centre,Eastern Cape,CHARITIES,580880
11 Amatola Haven Old Age Home,Eastern Cape,CHARITIES,435000
"12 Animal Welfare Society, Port Elizabeth",Eastern Cape,CHARITIES,150000
13 Association for the Physically Disabled Port Elizabeth,Eastern Cape,CHARITIES,300000
14 AURORA Special Care Centre,Eastern Cape,CHARITIES,245000
15 Bathurst Advice Office,Eastern Cape,CHARITIES,80000
16 BKSB Centenary Memorial Company,Eastern Cape,CHARITIES,100000
17 Border Hospice Association,Eastern Cape,CHARITIES,1075731
18 Butterworth Tembalethu Child & Family Welfare Society,Eastern Cape,CHARITIES,278420
19 Camama Cheshire Home,Eastern Cape,CHARITIES,273594
20 Cape Recife High School,Eastern Cape,CHARITIES,336978
"21 Cerebral Palsy Association, Eastern Cape",Eastern Cape,CHARITIES,300000
"22 Christian Social Services, Humansdorp",Eastern Cape,CHARITIES,856927
23 CMR Van die Ring van Sondagrivier,Eastern Cape,CHARITIES,151871
24 CMR vir die Ring van Graaff Reinet,Eastern Cape,CHARITIES,51580
25 Cradock Child & Family Welfare Society,Eastern Cape,CHARITIES,778605
26 Cradock SPCA,Eastern Cape,CHARITIES,100000
27 Dimbaza Society for the Aged,Eastern Cape,CHARITIES,972950
28 East London Child & Family Welfare Society,Eastern Cape,CHARITIES,1500000
29 East London Senior Citizen Association,Eastern Cape,CHARITIES,513042
30 Eastern Province Child & Youth Care Centre,Eastern Cape,CHARITIES,925944
31 Eastern Province Child & Youth Centre,Eastern Cape,CHARITIES,884472
32 Echo Foundation,Eastern Cape,CHARITIES,1942299
33 Eluxolweni Charitable Trust,Eastern Cape,CHARITIES,520000
34 FAMSA Border,Eastern Cape,CHARITIES,300000
35 FAMSA Grahamstown,Eastern Cape,CHARITIES,400000
36 Gadra Advice & Community Work,Eastern Cape,CHARITIES,500000
37 Graaff-Reinet Child & Family Welfare Society,Eastern Cape,CHARITIES,250000
38 Grahamstown Hospice,Eastern Cape,CHARITIES,132000
39 Grahamstown SPCA,Eastern Cape,CHARITIES,100000
40 Huis John Vorster,Eastern Cape,CHARITIES,315316
41 Huis Tarkastad Home,Eastern Cape,CHARITIES,200000
42 Humansdorp SPCA,Eastern Cape,CHARITIES,100000
43 Ikhwezi Women's Centre,Eastern Cape,CHARITIES,100000
44 Jeffreysrus Aftree-Oord,Eastern Cape,CHARITIES,621212
45 Kenton Bushman's Child & Family Welfare,Eastern Cape,CHARITIES,390000
46 King Williams Town & District SPCA,Eastern Cape,CHARITIES,113599
47 Kirkwood SPCA,Eastern Cape,CHARITIES,50000
48 Kruisfontein Humansdorp Child & Family Welfare,Eastern Cape,CHARITIES,744850
49 Lake Farm Centre AID Association,Eastern Cape,CHARITIES,100000
50 Langa-KwaNobuhle Self Help Resource Exchange,Eastern Cape,CHARITIES,1747574
51 Lifeline East London,Eastern Cape,CHARITIES,226585
"52 Lifeline Eastern Cape, Port Elizabeth",Eastern Cape,CHARITIES,500000
53 Madeira Home Hosing Utility Company,Eastern Cape,CHARITIES,470995
54 Masimanyane Women's Support Group,Eastern Cape,CHARITIES,743500
55 McKaizer Old Age Home,Eastern Cape,CHARITIES,696474
56 Moravian Day Care,Eastern Cape,CHARITIES,100000
57 Mzomtsha's Children's Home,Eastern Cape,CHARITIES,510658
58 Nerinahof ACVV Home for the Aged,Eastern Cape,CHARITIES,383160
59 Port Alfred Child Welfare,Eastern Cape,CHARITIES,407500
60 Port Elizabeth Childline & Family Centre,Eastern Cape,CHARITIES,1500000
61 Rape Crisis Centre,Eastern Cape,CHARITIES,1500000
62 Regional Educare Council,Eastern Cape,CHARITIES,300000
63 Retina South Africa,Eastern Cape,CHARITIES,98740
64 SANCA Central Eastern Cape,Eastern Cape,CHARITIES,1060040
65 SAVF Martha Hofmeyer Tehuis,Eastern Cape,CHARITIES,500000
66 Somerset East Child & Family Welfare Society,Eastern Cape,CHARITIES,892912
67 SPCA Port Alfred,Eastern Cape,CHARITIES,100000
68 St. Francis Hospice Association,Eastern Cape,CHARITIES,200000
69 Stutterheim Education Trust,Eastern Cape,CHARITIES,376507
70 Summerstrand Cheshire Home,Eastern Cape,CHARITIES,493317
71 The House of Resurrection Haven,Eastern Cape,CHARITIES,782645
72 The Restoration of Human Abilities Association,Eastern Cape,CHARITIES,186129
73 Ubuntu Community Care Based Centre,Eastern Cape,CHARITIES,350000
74 Uitenhage & District SPCA,Eastern Cape,CHARITIES,50000
75 Uitenhage Mental Health,Eastern Cape,CHARITIES,173610
76 Union of Jewish Women,Eastern Cape,CHARITIES,200000
77 Winterberg School Trust,Eastern Cape,CHARITIES,235500
78 Zanokhanyo Educare,Eastern Cape,CHARITIES,247936
1 AIDS Mission Outreach Trust: Lebone Care Centre,Free State,CHARITIES,461590
2 Alliance Against HIV/AIDS,Free State,CHARITIES,537600
3 APD Free State,Free State,CHARITIES,1500000
4 Epilepsy South Africa-Free State & North West,Free State,CHARITIES,161538
5 FAMSA Bloemfontein,Free State,CHARITIES,500000
6 Foundation for African Community Development,Free State,CHARITIES,415833
7 Goldfields Hospice Association,Free State,CHARITIES,524936
8 Huis Silwerjare Petrus Steyn,Free State,CHARITIES,160049
9 Itekeng Self Help Project for the Disabled,Free State,CHARITIES,106400
10 Kroon Day Care,Free State,CHARITIES,330362
11 Kroonstad SPCA,Free State,CHARITIES,200000
12 Lechabile Lehae Labana,Free State,CHARITIES,868938
13 Lechabile Lehae Labana (NG Phomolong Crèche),Free State,CHARITIES,200000
14 Lechabile Lehae Labana (Relebohile Crèche),Free State,CHARITIES,200000
15 NG Social Services,Free State,CHARITIES,1240000
16 Noorderbloem Behuisingskema en Dienssentrum,Free State,CHARITIES,279202
17 Ntsoanatsatsi Educare Trust,Free State,CHARITIES,150000
"18 Oranje Vroue Vereeniging, Ficksburg",Free State,CHARITIES,200000
19 OVV Bloemfontein,Free State,CHARITIES,770196
20 OVV Edenberg,Free State,CHARITIES,76568
21 OVV Excelsior,Free State,CHARITIES,302255
22 OVV Frankfort,Free State,CHARITIES,596000
23 OVV Harrismith,Free State,CHARITIES,100000
24 OVV Henneman,Free State,CHARITIES,400000
25 OVV Parys,Free State,CHARITIES,181293
26 OVV Ventersdorp,Free State,CHARITIES,914063
27 OVV Vrede,Free State,CHARITIES,500000
28 OVV Vredefort,Free State,CHARITIES,142175
29 OVV Wesselbron,Free State,CHARITIES,500000
30 OVV Zastron,Free State,CHARITIES,675410
31 SANRA Sasolburg Alcohol & Drug Centre,Free State,CHARITIES,178187
32 SPCA Bloemfontein,Free State,CHARITIES,200000
33 Tumahole Self Help Association of the Disabled,Free State,CHARITIES,150000
34 Viljoenskroon Hospice Association,Free State,CHARITIES,300000
35 Vrystaat Provincial Executive Board,Free State,CHARITIES,786004
36 Welkom SPCA,Free State,CHARITIES,79509
1 Active Learning & Leisure Libraries SA,Gauteng,CHARITIES,202000
2 AGS Home for the Aged,Gauteng,CHARITIES,40000
3 Alex Outreach Centre,Gauteng,CHARITIES,590212
4 Alma School,Gauteng,CHARITIES,419184
5 Asha Training & Development Trust,Gauteng,CHARITIES,1738534
6 Avalon Association,Gauteng,CHARITIES,652456
7 Bella Maria Haven for Abused Women & Children,Gauteng,CHARITIES,94233
8 Berg en Dal Pregnancy Crisis Centre,Gauteng,CHARITIES,170498
9 Bethany House,Gauteng,CHARITIES,500000
10 Boksburg Society for the Aged,Gauteng,CHARITIES,755000
11 Bophelo Impilo Community Association,Gauteng,CHARITIES,355000
12 Botshabelo,Gauteng,CHARITIES,1044528
13 Carel du Toit Centre,Gauteng,CHARITIES,200000
14 Carry You Ministry,Gauteng,CHARITIES,350000
15 Casa Caritas,Gauteng,CHARITIES,420000
16 Central Gauteng Mental Health Society,Gauteng,CHARITIES,920000
17 Centurion Care Services,Gauteng,CHARITIES,431280
18 Centurion Hospice Association,Gauteng,CHARITIES,1018843
19 Chosen Nation Day Care Centre,Gauteng,CHARITIES,35000
20 Christian Social Council of Daspoort,Gauteng,CHARITIES,200000
Christian Social Council of Derdepoort,Gauteng,CHARITIES,200000
Christian Social Council of Wonderboom,Gauteng,CHARITIES,453600
"Christian Social Council, Pretoria North",Gauteng,CHARITIES,400000
"Christian Social Council, Pretoria West",Gauteng,CHARITIES,393400
"Christian Social Council, Soshanguve",Gauteng,CHARITIES,500000
Christian Social Services Council Boksburg,Gauteng,CHARITIES,600000
"Christian Social Services Council, Kempton Park",Gauteng,CHARITIES,220000
Christian Welfare Board Gauteng East,Gauteng,CHARITIES,250415
Cluny Farm Centre,Gauteng,CHARITIES,492469
CMR Germiston,Gauteng,CHARITIES,472000
CMR Pretoria Central Community Centre,Gauteng,CHARITIES,500000
CMR Valhalla,Gauteng,CHARITIES,200000
Community Aids Response,Gauteng,CHARITIES,300000
Connie Mulder Centre,Gauteng,CHARITIES,300000
Council for the Aged Kempton Park,Gauteng,CHARITIES,448460
Cresset House,Gauteng,CHARITIES,584628
CSC Greater Alberton,Gauteng,CHARITIES,480000
Daveyton Society for Care of the Aged,Gauteng,CHARITIES,926742
Deansgate Home for the Aged,Gauteng,CHARITIES,600000
Deutsches Altersheim,Gauteng,CHARITIES,250000
Die Ondersteuningsraad,Gauteng,CHARITIES,500000
Down Syndrome South Africa,Gauteng,CHARITIES,184333
Eersterust Care & Training Centre,Gauteng,CHARITIES,149990
Elandsdrift Parent Association & Child Welfare,Gauteng,CHARITIES,181145
Eldorado Park Women's Forum,Gauteng,CHARITIES,1501300
Enkolweni Crèche,Gauteng,CHARITIES,85300
Epworth Children's Home,Gauteng,CHARITIES,1509288
ESDA Frail Care & Community Centre,Gauteng,CHARITIES,124050
Estcourt Hospice Association,Gauteng,CHARITIES,100000
Family & Community Service,Gauteng,CHARITIES,300000
Family Health Services,Gauteng,CHARITIES,94000
FAMSA East Rand,Gauteng,CHARITIES,647800
FAMSA Vaal Triangle,Gauteng,CHARITIES,271910
FAMSA West Rand,Gauteng,CHARITIES,700000
Gauteng Kidney Association,Gauteng,CHARITIES,100000
Geluksdal/Tsakane Child & Family Welfare Society,Gauteng,CHARITIES,195400
Good Shepherd Fatima House,Gauteng,CHARITIES,196480
Greater Soweto Association for Early Childhood Development,Gauteng,CHARITIES,1050000
Grow Early Learning Trust,Gauteng,CHARITIES,500000
Guild Cottage,Gauteng,CHARITIES,463973
Herfsland Home for the Aged,Gauteng,CHARITIES,557750
HIPPY South Africa,Gauteng,CHARITIES,300000
Hospice Witwatersrand,Gauteng,CHARITIES,1862876
Ikageng Old Age Relief Centre,Gauteng,CHARITIES,1542757
Ikwezi Crèche,Gauteng,CHARITIES,661078
Irene Homes,Gauteng,CHARITIES,300000
Isifungo Pre-Primary School,Gauteng,CHARITIES,250000
Itumeleng Ororiseng Centre for the Aged,Gauteng,CHARITIES,11375000
Jacaranda Children's Home,Gauteng,CHARITIES,500000
Johannesburg Association for the Aged,Gauteng,CHARITIES,797252
Johannesburg Children's Home,Gauteng,CHARITIES,300000
Johannesburg Parent & Child Counselling Centre,Gauteng,CHARITIES,279600
Joseph Gerard Foundation,Gauteng,CHARITIES,996848
JS Mminele Child & Family Youth Care Centre,Gauteng,CHARITIES,278572
Khululekani Community Aged Centre,Gauteng,CHARITIES,859050
Kids Haven,Gauteng,CHARITIES,500000
Korekile Home for Cerebral Palsied Children,Gauteng,CHARITIES,530472
Krugersdorp Council for the Care of the Aged,Gauteng,CHARITIES,348928
Lenasia Cancer Society,Gauteng,CHARITIES,50000
Lifeline East Rand,Gauteng,CHARITIES,500000
Lifeline Johannesburg,Gauteng,CHARITIES,1168448
Lifeline Pretoria,Gauteng,CHARITIES,500000
Lochvaal Toevlugsoord,Gauteng,CHARITIES,381307
Louis Botha Children's Home,Gauteng,CHARITIES,500000
Making it Happen,Gauteng,CHARITIES,226625
Malibongwe Women Development,Gauteng,CHARITIES,2560916
Medicos Special Schools,Gauteng,CHARITIES,512976
Mental Health Vaal Triangle,Gauteng,CHARITIES,150000
Mercy Shelters for the Homeless,Gauteng,CHARITIES,570000
Metropolitan Evangelical Services,Gauteng,CHARITIES,1131879
Midrand Association for Home Based Care,Gauteng,CHARITIES,100000
Midrand Child & Family Care Association,Gauteng,CHARITIES,300000
Moreglans Old Age Home,Gauteng,CHARITIES,566115
Mother of Peace Community,Gauteng,CHARITIES,292596
Motlatsi Crèche,Gauteng,CHARITIES,300000
National Youth Development Outreach,Gauteng,CHARITIES,1000000
Nazareth House,Gauteng,CHARITIES,700000
Nelspoort Advice & Development Office,Gauteng,CHARITIES,200000
NG Ministry of Caring,Gauteng,CHARITIES,500000
Nigel Home for the Aged,Gauteng,CHARITIES,225385
Nigel SPCA,Gauteng,CHARITIES,100000
102 Nishtara Lodge,Gauteng,CHARITIES,300000
"103 North Gauteng Mental Society, Alpha & Omega",Gauteng,CHARITIES,1164420
104 Northern Pretoria Development Scheme,Gauteng,CHARITIES,212864
105 Ons Tuis Multi Purpose Frail Care Centre,Gauteng,CHARITIES,381235
106 Optimus Foundation for Adult Education,Gauteng,CHARITIES,300000
107 Persevere Until Something Happens,Gauteng,CHARITIES,258000
108 Pfunanani Soup Kitchen,Gauteng,CHARITIES,314400
109 Phuthaditjaba Old Age & Disabled Care,Gauteng,CHARITIES,997806
110 Pieter Wessels Frail Care & Community Centre,Gauteng,CHARITIES,363880
111 Pretoria Child & Family Welfare Society,Gauteng,CHARITIES,5000000
112 Pretoria Council for the Aged,Gauteng,CHARITIES,309500
113 Progress Educational Counsellors,Gauteng,CHARITIES,582200
114 Provincial Management Youth Care Centres,Gauteng,CHARITIES,3000000
115 Rand Aid Association,Gauteng,CHARITIES,932008
116 Randburg SPCA,Gauteng,CHARITIES,100000
117 Randfontein Child & Family Welfare Society,Gauteng,CHARITIES,300000
118 REEA Care Centre,Gauteng,CHARITIES,230000
119 Reginald Orsmond Counselling Services,Gauteng,CHARITIES,500000
